pedidos,casos,id_general,estado,organismo_informante,nro_de_expediente_interno,forma_del_pedido,punto_de_ingreso,sector_al_que_se_dirige_la_solicitud,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_organismo,fecha_de_recepcion_de_la_solicitud_por_el_organismo,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_enlace,fecha_de_recepcion_de_la_solicitud_por_el_enlace,perfil_del_solicitante,sintesis_de_la_solicitud,rubro_de_solicitud_de_informacion,sector_al_que_derivo_el_enlace_dentro_del_organismo,plazo_en_el_que_se_contesto_la_solicitud,forma_de_aviso_de_uso_de_la_prorroga_al_solicitante,condicion_de_respuesta,isodatetime_fecha_de_la_respuesta,fecha_de_la_respuesta,cargo_del_funcionario_que_firma_la_entrega_de_la_informacion
296.0,384,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:5346/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-11T00:00:00-03:00,2/11/2015,2015-02-11T00:00:00-03:00,2/11/2015,Medios de comunicación,Se solicita se indique especificamente (nombre y denominación) de los materiales nucleares a los que hace referencia el acuerdo entre el Gobierno de  la Rpública Argentina y el Gobierno de la Rpública de la Federación de Rusia para la Cooperación en los Usos Pacíficos de la Energía Nuclear.,Otros ,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,Por carta,Brindó la información,2015-02-27T00:00:00-03:00,27/02/2015,Sec. De Coord. Y Coop. Internacional
297.0,385,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:5383/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-11T00:00:00-03:00,2/11/2015,2015-02-11T00:00:00-03:00,2/11/2015,Medios de comunicación,Se solicita se brinden los montos abonados en relación a cada una de las contrataciones relacionadas con la Feria Internacional del Libro de Guadalajara . Asimismo se solicita listado de fincionarios que viajaron a la feria y los gastos en viaticos de cada uno de ellos.,"Contrataciones, licitaciones y concesiones públicas",Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-05T00:00:00-03:00,05/03/2015,Sec. De Coord. Y Coop. Internacional
298.0,386,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:5343/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-02-11T00:00:00-03:00,2/11/2015,2015-02-11T00:00:00-03:00,2/11/2015,Medios de comunicación,"Se solicita se brinde listado completo de las empresas que desde la Argentina participaron de la vigésimo tercer edición de la feria ""World Food"" en el centro de exposiciones ""Expocenter"" de Moscú. Asimismo nomina de funcionarios de cancillería que viajaron a Rusia por ese evento y también el listado completo (nombre y apellido) de los empresarios argentinos que participaron de la misión plurisectorial a la Federación de Rusia. E indicar presupuesto global que Cancillería destino para esta feria y ejecución desagregada de dicho monto.",Otros ,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-03-05T00:00:00-03:00,05/03/2015,Sec. De Coord. Y Coop. Internacional
299.0,387,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:12452/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-04-13T00:00:00-03:00,4/13/2015,2015-04-13T00:00:00-03:00,4/13/2015,Medios de comunicación,"Se solicita se brinde detalle de todas las adquisiciones de bienes, suministros y servicios efectuados por el Ministerio con motivo de la realización de la XLVIII Reunión Ordinaria del Mercado Común del Sur, en diciembre de 2014, en la ciudad de Paraná.","Contrataciones, licitaciones y concesiones públicas",Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,Por carta,Brindó la información,2015-04-23T00:00:00-03:00,23/04/2015,Sec. De Coord. Y Coop. Internacional
300.0,388,MRE,Cerrado fuera de plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:13559/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-04-20T00:00:00-03:00,4/20/2015,2015-04-20T00:00:00-03:00,4/20/2015,Senador/Diputado u otro cargo electo,Se solicita se brinde copia de acuerdos complementarios celebrados con la República Popular China respecto de listado mencionado en la nota de solicitud.,Actuaciones administrativas,Sec. de Coord. y Coop. Internacional,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-05-15T00:00:00-03:00,15/05/2015,Sec. De Coord. Y Coop. Internacional
301.0,389,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:14265/2015,Nota,Mesa General de entradas,Ss. Legal Tec y Adm,2015-04-27T00:00:00-03:00,4/27/2015,2015-04-27T00:00:00-03:00,4/27/2015,Senador/Diputado u otro cargo electo,Se solicita se brinde decretos de la estructura organizativa de la Subsecretaria Legal Tecnica y Administrativa del Ministerio e informacion relativa al diligenciamiento y tramitación de exhortos en general y en párticular respecto a la causa nro. 3017/13.,Normativa/ documentos oficiales,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-05-14T00:00:00-03:00,14/05/2015,Sec. De Coord. Y Coop. Internacional
302.0,390,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:15163/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,Se solicita se brinde informacion relativa a la Embajada Argentina en la República de Uruguay.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,No se avisó,Brindó la información,2015-05-05T00:00:00-03:00,05/05/2015,Sec. De Coord. Y Coop. Internacional
303.0,391,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:15164/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,Se solicita se brinde informacion relativa a la situación de la Rpública Argentina respecto a la integracion de la misma al BRICS.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,No se avisó,Brindó la información,2015-05-11T00:00:00-03:00,11/05/2015,Sec. De Coord. Y Coop. Internacional
304.0,392,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:15198/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,Se solicita se brinde informacion sobre los requisitos que deben cumplir las entidades extranjeras para invertir su capital productivo en el territorio nacional.,Implementación de políticas públicas,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,No se avisó,Brindó la información,2015-05-11T00:00:00-03:00,11/05/2015,Sec. De Coord. Y Coop. Internacional
305.0,393,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:15165/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,Se solicita se brinde información relativa a la cantidad de Embajadas de la Republica Argentina en el continente Europeo.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-05-05T00:00:00-03:00,05/05/2015,Sec. De Coord. Y Coop. Internacional
306.0,394,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:15181/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-05T00:00:00-03:00,5/5/2015,2015-05-05T00:00:00-03:00,5/5/2015,Particular,Se solicita se brinde información relativa a que tramites debe realizar una persona extranjera que quiere vivir en Argentina y si hay algun tipo de privilegios para los habitantes de los países que integran el Mercosur.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,No se avisó,Brindó la información,2015-05-06T00:00:00-03:00,06/05/2015,Sec. De Relaciones Exteriores
307.0,395,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:16273/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-12T00:00:00-03:00,5/12/2015,2015-05-12T00:00:00-03:00,5/12/2015,Particular,Se solicita se brinde información relativa al porcentaje del presupuesto anual percibido por este ministerio es destinado a renovar y mantener las embajadas Argentinas alrededor del mundo.,Asignación de presupuesto,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-05-28T00:00:00-03:00,28/05/2015,Sec. De Coord. Y Coop. Internacional
308.0,396,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:16516/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Medios de comunicación,"Se solicita se brinde información relativa al presupuesto del año 2014 y 2015 destinados a la participacion argentina en ferias, exposiciones internacionales y misiones comerciales. Ejecucion desagragada de cada una de las ferias, exposiciones y misiones comerciales en las que Argentina participo durante el 2014.Nombre de los adjudicatarios y monto adjudicadoa cada una de las empresas contratadas hasta el momento para actividades y tareas vinculadas a ExpoMilán 2015.",Asignación de presupuesto,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-12T00:00:00-03:00,12/06/2015,Sec. De Coord. Y Coop. Internacional
309.0,397,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:16438/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Particular,"Se solicita se brinde información relativa a si existe un registro de la cantidad de personas bautizadas que hay en la República Argentina, y que organismo lleva a cabo el registro y de que forma lo hace. Asimismo solicita que informacion sobre que parte del presupuesto del estado nacional se destina anualmente","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-05-29T00:00:00-03:00,29/05/2015,Sec. De Coord. Y Coop. Internacional
310.0,398,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:17570/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-05-26T00:00:00-03:00,5/26/2015,2015-05-26T00:00:00-03:00,5/26/2015,Particular,"Se solicita se brinde información referida a cuantas personas de nacionalidad argentina hay actualmente viviendo en las Islas Malvinas, Georgias y Sandwich del Sur; cuantas con pasaporte argentino estan actualmente de paso trabajando en las Islas Malvinas Georgias y Sandwich del Sur.","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-06-05T00:00:00-03:00,05/06/2015,Sec. De Coord. Y Coop. Internacional
311.0,399,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:18621/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Se solicita se brinde información referida al ingreso y permanencia a la República Argentina del personal de la misión del Banco Mundial en la República Argentina.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-06-18T00:00:00-03:00,18/06/2015,Sec. De Coord. Y Coop. Internacional
312.0,400,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:18705/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,"Se solicita se brinde información relativa a los antecedentes relacionados con la firma de tratados, convenios, acuerdos , intercambio de notas entre Argentina y Paraguay- Años 1943 a 1955.",Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-06-17T00:00:00-03:00,17/06/2015,Sec. De Coord. Y Coop. Internacional
313.0,401,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:18621/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Se solicita se brinde información referida al ingreso y permanencia a la República Argentina del personal de la misión del Banco Mundial en la República Argentina.,Normativa/ documentos oficiales,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-06-18T00:00:00-03:00,18/06/2015,Sec. De Coord. Y Coop. Internacional
314.0,402,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:18705/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,"Se solicita se brinde información relativa a los antecedentes relacionados con la firma de tratados, convenios, acuerdos , intercambio de notas entre Argentina y Paraguay- Años 1943 a 1955.",Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-06-17T00:00:00-03:00,17/06/2015,Sec. De Coord. Y Coop. Internacional
315.0,403,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:19226/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-11T00:00:00-03:00,6/11/2015,2015-05-11T00:00:00-03:00,5/11/2015,Senador/Diputado u otro cargo electo,"Se solicita se brinde información relativa a la participación argentina en la ""EXPO- MILANO 2015""",Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-06-08T00:00:00-03:00,08/06/2015,Sec. De Coord. Y Coop. Internacional
316.0,404,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:22780/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-07-15T00:00:00-03:00,7/15/2015,2015-06-15T00:00:00-03:00,6/15/2015,Senador/Diputado u otro cargo electo,Se solicita se brinde información relativa a la firma del Memorandum de Entendimiento entre el Gobierno de la República de Argentina y el Gobierno de la República Islamica de Irán.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Denegó por excepción Art16.A,2015-08-11T00:00:00-03:00,11/08/2015,Sec. De Coord. Y Coop. Internacional
317.0,405,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:23856/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-07-23T00:00:00-03:00,7/23/2015,2015-07-23T00:00:00-03:00,7/23/2015,ONG,"Se solicita información relativa a expedientes que contengan datos relacionados con la exploración y explotación de hidrocarburos iniciadas por empresas que operan en la R.O. del U en cumplimiento del Acuerdo sobre el Sistema Acuifero Guaraní, de agosto de 2010.",Otros ,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-04T00:00:00-03:00,04/09/2015,Sec. De Coord. Y Coop. Internacional
318.0,406,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:20589/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-06-24T00:00:00-03:00,6/24/2015,2015-06-25T00:00:00-03:00,6/25/2015,Medios de comunicación,"Se solicita informacion relativa a la ""Expo Milano 2015"".",Asignación de presupuesto,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-07-15T00:00:00-03:00,15/07/2015,Sec. De Coord. Y Coop. Internacional
319.0,407,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:23953/2015,Nota,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-07-24T00:00:00-03:00,7/24/2015,2015-07-24T00:00:00-03:00,7/24/2015,Medios de comunicación,"Se solicita información relativa a la ratificación por parte de la Argentina de las Enmiendas al Estatuto de Roma en materia del crimen de agresión, adoptadas en Kampala, Uganda en junio de 2010.",Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-08-24T00:00:00-03:00,24/08/2015,Sec. De Coord. Y Coop. Internacional
320.0,408,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:24152/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-07-28T00:00:00-03:00,7/28/2015,2015-07-28T00:00:00-03:00,7/28/2015,Medios de comunicación,Se solicita informacioón relativa a los debates para la creación del consejo de defensa suramericano.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-08-28T00:00:00-03:00,28/08/2015,Sec. De Coord. Y Coop. Internacional
321.0,409,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:26602/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-08-20T00:00:00-03:00,8/20/2015,2015-08-20T00:00:00-03:00,8/20/2015,Medios de comunicación,Se solicita información relativa a la participación de la República Argentina ante el Consejo de Seguridad de Naciones Unidas durante los periodos 2005-2006 y 2013-2014.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo máximo de 20 días,Por carta,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Sec. De Coord. Y Coop. Internacional
322.0,410,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:27547/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-08-28T00:00:00-03:00,8/28/2015,2015-09-01T00:00:00-03:00,9/1/2015,Medios de comunicación,Se solicita información relativa a la documentación contenida en las cajas AH/0161 y AH/062 obrantes en el Archivo Historico del Ministerio.,Información político - institucional,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-09-25T00:00:00-03:00,25/09/2015,Sec. De Coord. Y Coop. Internacional
323.0,411,MRE,Cerrado en plazo,Ministerio de Relaciones Exteriores y Comercio Intern. y Culto,EXPE-MRE:28865/2015,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,M. de Relaciones Exteriores Comercio Internacional y Culto,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-09T00:00:00-03:00,9/9/2015,Medios de comunicación,Se solicita información relativa a la legalización de su certificado de nacimiento.,Procedimientos ,Sec. de Coord. y Coop. Internacional,En el plazo de 10 días,,Brindó la información,2015-09-23T00:00:00-03:00,23/09/2015,Sec. De Coord. Y Coop. Internacional
